Cell,Worm,mRNA,Mean,Probe,Strain
H0,34.0,11.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,35.0,21.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,37.0,2.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,38.0,1.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,39.0,9.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,40.0,13.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,41.0,20.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,42.0,11.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,43.0,5.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,44.0,28.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,45.0,0.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,47.0,10.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,48.0,3.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,49.0,4.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,51.0,58.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,52.0,5.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,54.0,9.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,55.0,0.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,56.0,1.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,57.0,12.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,58.0,7.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,59.0,7.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,60.0,14.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,64.0,1.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,65.0,17.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,67.0,0.0,10.557692307692308,ceh-16,elt-1(ku491)
H0,68.0,10.0,10.557692307692308,ceh-16,elt-1(ku491)
H2,1.0,12.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,2.0,30.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,3.0,6.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,4.0,4.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,5.0,12.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,6.0,5.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,7.0,15.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,8.0,7.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,9.0,3.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,14.0,4.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,15.0,2.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,16.0,1.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,18.0,1.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,21.0,6.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,22.0,22.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,23.0,26.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,24.0,27.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,25.0,7.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,26.0,2.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,27.0,15.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,28.0,66.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,29.0,9.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,30.0,4.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,32.0,7.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,33.0,27.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,34.0,2.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,35.0,13.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,37.0,2.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,38.0,5.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,39.0,13.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,40.0,1.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,41.0,42.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,42.0,16.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,43.0,4.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,44.0,20.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,45.0,3.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,47.0,21.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,48.0,6.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,49.0,6.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,51.0,39.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,52.0,1.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,53.0,11.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,54.0,6.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,55.0,0.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,56.0,0.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,57.0,8.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,58.0,7.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,59.0,5.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,60.0,15.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,64.0,3.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,65.0,14.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,67.0,0.0,11.037735849056604,ceh-16,elt-1(ku491)
H2,68.0,2.0,11.037735849056604,ceh-16,elt-1(ku491)
V1,1.0,13.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,2.0,30.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,3.0,11.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,4.0,2.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,5.0,8.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,6.0,7.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,7.0,4.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,8.0,4.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,9.0,1.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,14.0,10.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,15.0,4.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,16.0,1.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,18.0,1.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,21.0,9.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,22.0,16.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,23.0,12.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,24.0,32.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,25.0,5.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,26.0,3.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,27.0,19.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,28.0,57.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,29.0,11.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,30.0,4.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,32.0,1.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,34.0,12.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,35.0,12.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,37.0,0.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,38.0,1.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,39.0,9.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,40.0,3.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,41.0,27.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,42.0,10.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,43.0,4.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,44.0,12.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,45.0,0.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,47.0,12.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,48.0,4.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,49.0,0.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,51.0,38.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,52.0,1.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,53.0,6.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,54.0,3.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,55.0,0.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,56.0,0.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,57.0,9.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,58.0,3.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,59.0,4.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,60.0,15.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,64.0,4.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,65.0,12.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,67.0,0.0,8.961538461538462,ceh-16,elt-1(ku491)
V1,68.0,0.0,8.961538461538462,ceh-16,elt-1(ku491)
V2,1.0,6.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,2.0,25.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,3.0,11.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,4.0,0.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,5.0,12.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,6.0,6.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,7.0,12.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,8.0,4.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,9.0,4.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,14.0,7.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,15.0,0.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,16.0,1.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,18.0,1.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,21.0,11.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,22.0,16.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,23.0,20.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,24.0,23.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,25.0,6.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,26.0,5.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,27.0,10.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,28.0,42.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,29.0,7.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,30.0,5.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,32.0,9.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,33.0,27.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,34.0,10.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,35.0,11.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,37.0,0.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,38.0,2.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,39.0,8.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,40.0,5.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,41.0,31.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,42.0,10.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,43.0,4.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,44.0,11.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,45.0,0.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,47.0,8.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,48.0,6.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,49.0,3.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,51.0,26.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,52.0,0.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,53.0,8.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,54.0,2.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,55.0,4.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,56.0,0.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,57.0,16.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,58.0,14.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,59.0,2.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,60.0,13.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,64.0,0.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,65.0,8.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,67.0,0.0,8.924528301886792,ceh-16,elt-1(ku491)
V2,68.0,1.0,8.924528301886792,ceh-16,elt-1(ku491)
V3,1.0,9.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,2.0,24.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,3.0,14.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,4.0,2.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,5.0,9.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,6.0,2.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,7.0,5.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,8.0,8.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,9.0,2.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,14.0,7.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,15.0,2.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,16.0,1.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,18.0,2.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,21.0,8.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,22.0,22.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,23.0,15.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,24.0,14.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,25.0,7.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,26.0,3.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,27.0,11.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,28.0,42.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,29.0,14.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,30.0,5.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,32.0,5.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,33.0,24.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,34.0,16.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,35.0,15.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,37.0,0.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,38.0,3.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,39.0,5.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,40.0,3.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,41.0,43.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,42.0,10.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,43.0,6.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,44.0,14.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,45.0,3.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,47.0,6.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,48.0,4.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,49.0,2.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,51.0,25.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,52.0,0.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,53.0,0.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,54.0,3.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,55.0,0.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,56.0,0.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,57.0,7.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,58.0,4.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,59.0,7.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,60.0,13.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,64.0,1.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,65.0,4.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,67.0,0.0,8.528301886792454,ceh-16,elt-1(ku491)
V3,68.0,1.0,8.528301886792454,ceh-16,elt-1(ku491)
V4,1.0,8.0,8.3,ceh-16,elt-1(ku491)
V4,2.0,22.0,8.3,ceh-16,elt-1(ku491)
V4,4.0,1.0,8.3,ceh-16,elt-1(ku491)
V4,5.0,15.0,8.3,ceh-16,elt-1(ku491)
V4,6.0,2.0,8.3,ceh-16,elt-1(ku491)
V4,7.0,7.0,8.3,ceh-16,elt-1(ku491)
V4,8.0,9.0,8.3,ceh-16,elt-1(ku491)
V4,9.0,1.0,8.3,ceh-16,elt-1(ku491)
V4,14.0,6.0,8.3,ceh-16,elt-1(ku491)
V4,15.0,0.0,8.3,ceh-16,elt-1(ku491)
V4,18.0,1.0,8.3,ceh-16,elt-1(ku491)
V4,21.0,11.0,8.3,ceh-16,elt-1(ku491)
V4,22.0,18.0,8.3,ceh-16,elt-1(ku491)
V4,23.0,13.0,8.3,ceh-16,elt-1(ku491)
V4,24.0,15.0,8.3,ceh-16,elt-1(ku491)
V4,25.0,6.0,8.3,ceh-16,elt-1(ku491)
V4,26.0,3.0,8.3,ceh-16,elt-1(ku491)
V4,27.0,15.0,8.3,ceh-16,elt-1(ku491)
V4,28.0,41.0,8.3,ceh-16,elt-1(ku491)
V4,29.0,10.0,8.3,ceh-16,elt-1(ku491)
V4,30.0,3.0,8.3,ceh-16,elt-1(ku491)
V4,32.0,11.0,8.3,ceh-16,elt-1(ku491)
V4,34.0,7.0,8.3,ceh-16,elt-1(ku491)
V4,35.0,11.0,8.3,ceh-16,elt-1(ku491)
V4,37.0,0.0,8.3,ceh-16,elt-1(ku491)
V4,38.0,1.0,8.3,ceh-16,elt-1(ku491)
V4,39.0,9.0,8.3,ceh-16,elt-1(ku491)
V4,40.0,6.0,8.3,ceh-16,elt-1(ku491)
V4,41.0,32.0,8.3,ceh-16,elt-1(ku491)
V4,42.0,9.0,8.3,ceh-16,elt-1(ku491)
V4,43.0,9.0,8.3,ceh-16,elt-1(ku491)
V4,44.0,16.0,8.3,ceh-16,elt-1(ku491)
V4,45.0,2.0,8.3,ceh-16,elt-1(ku491)
V4,47.0,9.0,8.3,ceh-16,elt-1(ku491)
V4,48.0,6.0,8.3,ceh-16,elt-1(ku491)
V4,49.0,6.0,8.3,ceh-16,elt-1(ku491)
V4,51.0,30.0,8.3,ceh-16,elt-1(ku491)
V4,52.0,1.0,8.3,ceh-16,elt-1(ku491)
V4,53.0,4.0,8.3,ceh-16,elt-1(ku491)
V4,54.0,5.0,8.3,ceh-16,elt-1(ku491)
V4,55.0,0.0,8.3,ceh-16,elt-1(ku491)
V4,56.0,1.0,8.3,ceh-16,elt-1(ku491)
V4,57.0,4.0,8.3,ceh-16,elt-1(ku491)
V4,58.0,10.0,8.3,ceh-16,elt-1(ku491)
V4,59.0,4.0,8.3,ceh-16,elt-1(ku491)
V4,60.0,1.0,8.3,ceh-16,elt-1(ku491)
V4,64.0,5.0,8.3,ceh-16,elt-1(ku491)
V4,65.0,8.0,8.3,ceh-16,elt-1(ku491)
V4,67.0,0.0,8.3,ceh-16,elt-1(ku491)
V4,68.0,1.0,8.3,ceh-16,elt-1(ku491)
V5,1.0,6.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,2.0,9.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,3.0,7.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,4.0,0.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,5.0,9.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,15.0,1.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,16.0,0.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,22.0,18.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,23.0,13.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,24.0,13.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,26.0,1.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,30.0,3.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,33.0,17.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,34.0,5.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,35.0,21.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,37.0,0.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,44.0,15.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,45.0,2.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,53.0,2.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,57.0,10.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,64.0,3.0,7.136363636363637,ceh-16,elt-1(ku491)
V5,65.0,2.0,7.136363636363637,ceh-16,elt-1(ku491)
T,1.0,10.0,8.692307692307692,ceh-16,elt-1(ku491)
T,2.0,12.0,8.692307692307692,ceh-16,elt-1(ku491)
T,3.0,3.0,8.692307692307692,ceh-16,elt-1(ku491)
T,4.0,6.0,8.692307692307692,ceh-16,elt-1(ku491)
T,5.0,12.0,8.692307692307692,ceh-16,elt-1(ku491)
T,6.0,5.0,8.692307692307692,ceh-16,elt-1(ku491)
T,7.0,10.0,8.692307692307692,ceh-16,elt-1(ku491)
T,8.0,4.0,8.692307692307692,ceh-16,elt-1(ku491)
T,9.0,3.0,8.692307692307692,ceh-16,elt-1(ku491)
T,14.0,12.0,8.692307692307692,ceh-16,elt-1(ku491)
T,15.0,5.0,8.692307692307692,ceh-16,elt-1(ku491)
T,16.0,10.0,8.692307692307692,ceh-16,elt-1(ku491)
T,18.0,25.0,8.692307692307692,ceh-16,elt-1(ku491)
T,21.0,9.0,8.692307692307692,ceh-16,elt-1(ku491)
T,22.0,6.0,8.692307692307692,ceh-16,elt-1(ku491)
T,23.0,13.0,8.692307692307692,ceh-16,elt-1(ku491)
T,24.0,9.0,8.692307692307692,ceh-16,elt-1(ku491)
T,25.0,0.0,8.692307692307692,ceh-16,elt-1(ku491)
T,26.0,15.0,8.692307692307692,ceh-16,elt-1(ku491)
T,27.0,3.0,8.692307692307692,ceh-16,elt-1(ku491)
T,28.0,33.0,8.692307692307692,ceh-16,elt-1(ku491)
T,29.0,5.0,8.692307692307692,ceh-16,elt-1(ku491)
T,30.0,5.0,8.692307692307692,ceh-16,elt-1(ku491)
T,32.0,12.0,8.692307692307692,ceh-16,elt-1(ku491)
T,33.0,15.0,8.692307692307692,ceh-16,elt-1(ku491)
T,34.0,7.0,8.692307692307692,ceh-16,elt-1(ku491)
T,35.0,13.0,8.692307692307692,ceh-16,elt-1(ku491)
T,37.0,2.0,8.692307692307692,ceh-16,elt-1(ku491)
T,38.0,6.0,8.692307692307692,ceh-16,elt-1(ku491)
T,39.0,10.0,8.692307692307692,ceh-16,elt-1(ku491)
T,40.0,13.0,8.692307692307692,ceh-16,elt-1(ku491)
T,41.0,14.0,8.692307692307692,ceh-16,elt-1(ku491)
T,42.0,5.0,8.692307692307692,ceh-16,elt-1(ku491)
T,43.0,4.0,8.692307692307692,ceh-16,elt-1(ku491)
T,44.0,23.0,8.692307692307692,ceh-16,elt-1(ku491)
T,45.0,2.0,8.692307692307692,ceh-16,elt-1(ku491)
T,48.0,4.0,8.692307692307692,ceh-16,elt-1(ku491)
T,49.0,8.0,8.692307692307692,ceh-16,elt-1(ku491)
T,51.0,25.0,8.692307692307692,ceh-16,elt-1(ku491)
T,52.0,8.0,8.692307692307692,ceh-16,elt-1(ku491)
T,53.0,13.0,8.692307692307692,ceh-16,elt-1(ku491)
T,54.0,8.0,8.692307692307692,ceh-16,elt-1(ku491)
T,55.0,12.0,8.692307692307692,ceh-16,elt-1(ku491)
T,56.0,1.0,8.692307692307692,ceh-16,elt-1(ku491)
T,57.0,6.0,8.692307692307692,ceh-16,elt-1(ku491)
T,58.0,8.0,8.692307692307692,ceh-16,elt-1(ku491)
T,59.0,5.0,8.692307692307692,ceh-16,elt-1(ku491)
T,60.0,1.0,8.692307692307692,ceh-16,elt-1(ku491)
T,64.0,5.0,8.692307692307692,ceh-16,elt-1(ku491)
T,65.0,0.0,8.692307692307692,ceh-16,elt-1(ku491)
T,67.0,0.0,8.692307692307692,ceh-16,elt-1(ku491)
T,68.0,7.0,8.692307692307692,ceh-16,elt-1(ku491)
V6,1.0,8.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,2.0,13.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,3.0,11.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,4.0,1.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,5.0,9.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,6.0,3.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,7.0,4.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,8.0,5.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,9.0,0.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,14.0,10.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,15.0,0.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,16.0,1.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,18.0,2.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,21.0,5.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,22.0,22.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,23.0,10.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,24.0,15.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,25.0,12.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,26.0,2.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,27.0,8.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,28.0,38.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,29.0,11.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,30.0,6.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,32.0,5.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,33.0,22.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,34.0,4.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,35.0,21.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,37.0,1.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,38.0,4.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,39.0,6.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,40.0,3.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,41.0,34.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,42.0,5.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,43.0,10.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,44.0,8.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,45.0,1.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,47.0,4.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,48.0,7.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,49.0,2.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,51.0,24.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,52.0,2.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,53.0,6.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,54.0,2.0,7.433962264150943,ceh-16,elt-1(ku491)
V6,55.0,0.0,7.433962264150943,ceh-16,elt-1(ku491)
